"";"year";"month";"day";"ice";"date"
"1";1973;1;1;9178640;1973-01-01
"2";1973;1;2;9008410;1973-01-02
"3";1973;1;3;8841110;1973-01-03
"4";1973;1;4;8666540;1973-01-04
"5";1973;1;5;8488540;1973-01-05
"6";1973;1;6;8314280;1973-01-06
"7";1973;1;7;8156170;1973-01-07
"8";1973;1;8;7948990;1973-01-08
"9";1973;1;9;7796120;1973-01-09
"10";1973;1;10;7595710;1973-01-10
"11";1973;1;11;7382070;1973-01-11
"12";1973;1;12;7154690;1973-01-12
"13";1973;1;13;6935400;1973-01-13
"14";1973;1;14;6752850;1973-01-14
"15";1973;1;15;6581310;1973-01-15
"16";1973;1;16;6417750;1973-01-16
"17";1973;1;17;6304570;1973-01-17
"18";1973;1;18;6218950;1973-01-18
"19";1973;1;19;6147870;1973-01-19
"20";1973;1;20;6070930;1973-01-20
"21";1973;1;21;5989450;1973-01-21
"22";1973;1;22;5919480;1973-01-22
"23";1973;1;23;5845680;1973-01-23
"24";1973;1;24;5705840;1973-01-24
"25";1973;1;25;5596500;1973-01-25
"26";1973;1;26;5473820;1973-01-26
"27";1973;1;27;5375580;1973-01-27
"28";1973;1;28;5272300;1973-01-28
"29";1973;1;29;5165380;1973-01-29
"30";1973;1;30;5066530;1973-01-30
"31";1973;1;31;4973240;1973-01-31
"32";1973;2;1;4859650;1973-02-01
"33";1973;2;2;4790390;1973-02-02
"34";1973;2;3;4672770;1973-02-03
"35";1973;2;4;4577050;1973-02-04
"36";1973;2;5;4473060;1973-02-05
"37";1973;2;6;4397330;1973-02-06
"38";1973;2;7;4302220;1973-02-07
"39";1973;2;8;4254270;1973-02-08
"40";1973;2;9;4188740;1973-02-09
"41";1973;2;10;4156130;1973-02-10
"42";1973;2;11;4114830;1973-02-11
"43";1973;2;12;4078080;1973-02-12
"44";1973;2;13;4013260;1973-02-13
"45";1973;2;14;3960860;1973-02-14
"46";1973;2;15;3913610;1973-02-15
"47";1973;2;16;3889380;1973-02-16
"48";1973;2;17;3876050;1973-02-17
"49";1973;2;18;3870700;1973-02-18
"50";1973;2;19;3867370;1973-02-19
"51";1973;2;20;3863730;1973-02-20
"52";1973;2;21;3901290;1973-02-21
"53";1973;2;22;3937440;1973-02-22
"54";1973;2;23;3965910;1973-02-23
"55";1973;2;24;4020330;1973-02-24
"56";1973;2;25;4078380;1973-02-25
"57";1973;2;26;4142200;1973-02-26
"58";1973;2;27;4283240;1973-02-27
"59";1973;2;28;4449330;1973-02-28
"60";1973;3;1;4632580;1973-03-01
"61";1973;3;2;4792210;1973-03-02
"62";1973;3;3;4909330;1973-03-03
"63";1973;3;4;5013320;1973-03-04
"64";1973;3;5;5103580;1973-03-05
"65";1973;3;6;5142050;1973-03-06
"66";1973;3;7;5142050;1973-03-07
"67";1973;3;8;5243420;1973-03-08
"68";1973;3;9;5310460;1973-03-09
"69";1973;3;10;5366800;1973-03-10
"70";1973;3;11;5410420;1973-03-11
"71";1973;3;12;5461810;1973-03-12
"72";1973;3;13;5578020;1973-03-13
"73";1973;3;14;5693220;1973-03-14
"74";1973;3;15;5773890;1973-03-15
"75";1973;3;16;5886270;1973-03-16
"76";1973;3;17;5967640;1973-03-17
"77";1973;3;18;6048010;1973-03-18
"78";1973;3;19;6092940;1973-03-19
"79";1973;3;20;6153220;1973-03-20
"80";1973;3;21;6225510;1973-03-21
"81";1973;3;22;6302750;1973-03-22
"82";1973;3;23;6399570;1973-03-23
"83";1973;3;24;6482870;1973-03-24
"84";1973;3;25;6555670;1973-03-25
"85";1973;3;26;6648960;1973-03-26
"86";1973;3;27;6748310;1973-03-27
"87";1973;3;28;6858760;1973-03-28
"88";1973;3;29;6947820;1973-03-29
"89";1973;3;30;7006070;1973-03-30
"90";1973;3;31;7087750;1973-03-31
"91";1973;4;1;7170640;1973-04-01
"92";1973;4;2;7240610;1973-04-02
"93";1973;4;3;7330470;1973-04-03
"94";1973;4;4;7406600;1973-04-04
"95";1973;4;5;7505450;1973-04-05
"96";1973;4;6;7602780;1973-04-06
"97";1973;4;7;7704550;1973-04-07
"98";1973;4;8;7763210;1973-04-08
"99";1973;4;9;7868620;1973-04-09
"100";1973;4;10;8021080;1973-04-10
"101";1973;4;11;8146570;1973-04-11
"102";1973;4;12;8263690;1973-04-12
"103";1973;4;13;8310140;1973-04-13
"104";1973;4;14;8365570;1973-04-14
"105";1973;4;15;8445730;1973-04-15
"106";1973;4;16;8506620;1973-04-16
"107";1973;4;17;8581130;1973-04-17
"108";1973;4;18;8647560;1973-04-18
"109";1973;4;19;8705720;1973-04-19
"110";1973;4;20;8798810;1973-04-20
"111";1973;4;21;8903410;1973-04-21
"112";1973;4;22;9030220;1973-04-22
"113";1973;4;23;9128970;1973-04-23
"114";1973;4;24;9212970;1973-04-24
"115";1973;4;25;9318980;1973-04-25
"116";1973;4;26;9418330;1973-04-26
"117";1973;4;27;9527980;1973-04-27
"118";1973;4;28;9644490;1973-04-28
"119";1973;4;29;9774640;1973-04-29
"120";1973;4;30;9889540;1973-04-30
"121";1973;5;1;9999290;1973-05-01
"122";1973;5;2;10126800;1973-05-02
"123";1973;5;3;10238400;1973-05-03
"124";1973;5;4;10353900;1973-05-04
"125";1973;5;5;10463500;1973-05-05
"126";1973;5;6;10541900;1973-05-06
"127";1973;5;7;10626300;1973-05-07
"128";1973;5;8;10719700;1973-05-08
"129";1973;5;9;10841100;1973-05-09
"130";1973;5;10;10950100;1973-05-10
"131";1973;5;11;11057000;1973-05-11
"132";1973;5;12;11165000;1973-05-12
"133";1973;5;13;11286900;1973-05-13
"134";1973;5;14;11394700;1973-05-14
"135";1973;5;15;11496200;1973-05-15
"136";1973;5;16;11557500;1973-05-16
"137";1973;5;17;11668000;1973-05-17
"138";1973;5;18;11765600;1973-05-18
"139";1973;5;19;11883400;1973-05-19
"140";1973;5;20;12034300;1973-05-20
"141";1973;5;21;12154900;1973-05-21
"142";1973;5;22;12275600;1973-05-22
"143";1973;5;23;12416600;1973-05-23
"144";1973;5;24;12558600;1973-05-24
"145";1973;5;25;12675300;1973-05-25
"146";1973;5;26;12755500;1973-05-26
"147";1973;5;27;12799800;1973-05-27
"148";1973;5;28;12833800;1973-05-28
"149";1973;5;29;12868900;1973-05-29
"150";1973;5;30;12896700;1973-05-30
"151";1973;5;31;12920100;1973-05-31
"152";1973;6;1;12987800;1973-06-01
"153";1973;6;2;13082500;1973-06-02
"154";1973;6;3;13198500;1973-06-03
"155";1973;6;4;13341800;1973-06-04
"156";1973;6;5;13498100;1973-06-05
"157";1973;6;6;13630900;1973-06-06
"158";1973;6;7;13729600;1973-06-07
"159";1973;6;8;13835800;1973-06-08
"160";1973;6;9;13950200;1973-06-09
"161";1973;6;10;14064600;1973-06-10
"162";1973;6;11;14192600;1973-06-11
"163";1973;6;12;14325100;1973-06-12
"164";1973;6;13;14476700;1973-06-13
"165";1973;6;14;14676700;1973-06-14
"166";1973;6;15;14872400;1973-06-15
"167";1973;6;16;15074800;1973-06-16
"168";1973;6;17;15223000;1973-06-17
"169";1973;6;18;15353800;1973-06-18
"170";1973;6;19;15456700;1973-06-19
"171";1973;6;20;15541900;1973-06-20
"172";1973;6;21;15626400;1973-06-21
"173";1973;6;22;15718900;1973-06-22
"174";1973;6;23;15788600;1973-06-23
"175";1973;6;24;15851500;1973-06-24
"176";1973;6;25;15926100;1973-06-25
"177";1973;6;26;15988700;1973-06-26
"178";1973;6;27;16070300;1973-06-27
"179";1973;6;28;16139900;1973-06-28
"180";1973;6;29;16216100;1973-06-29
"181";1973;6;30;16295300;1973-06-30
"182";1973;7;1;16358500;1973-07-01
"183";1973;7;2;16401700;1973-07-02
"184";1973;7;3;16457800;1973-07-03
"185";1973;7;4;16532800;1973-07-04
"186";1973;7;5;16630900;1973-07-05
"187";1973;7;6;16729000;1973-07-06
"188";1973;7;7;16803100;1973-07-07
"189";1973;7;8;16875900;1973-07-08
"190";1973;7;9;16959100;1973-07-09
"191";1973;7;10;17014100;1973-07-10
"192";1973;7;11;17066000;1973-07-11
"193";1973;7;12;17113500;1973-07-12
"194";1973;7;13;17171600;1973-07-13
"195";1973;7;14;17223200;1973-07-14
"196";1973;7;15;17270400;1973-07-15
"197";1973;7;16;17311700;1973-07-16
"198";1973;7;17;17363800;1973-07-17
"199";1973;7;18;17400700;1973-07-18
"200";1973;7;19;17462800;1973-07-19
"201";1973;7;20;17515200;1973-07-20
"202";1973;7;21;17519000;1973-07-21
"203";1973;7;22;17522200;1973-07-22
"204";1973;7;23;17545000;1973-07-23
"205";1973;7;24;17565500;1973-07-24
"206";1973;7;25;17615100;1973-07-25
"207";1973;7;26;17670200;1973-07-26
"208";1973;7;27;17694400;1973-07-27
"209";1973;7;28;17744500;1973-07-28
"210";1973;7;29;17801300;1973-07-29
"211";1973;7;30;17847000;1973-07-30
"212";1973;7;31;17894400;1973-07-31
"213";1973;8;1;17955200;1973-08-01
"214";1973;8;2;18027300;1973-08-02
"215";1973;8;3;18090000;1973-08-03
"216";1973;8;4;18177800;1973-08-04
"217";1973;8;5;18274700;1973-08-05
"218";1973;8;6;18370900;1973-08-06
"219";1973;8;7;18482500;1973-08-07
"220";1973;8;8;18588600;1973-08-08
"221";1973;8;9;18690300;1973-08-09
"222";1973;8;10;18774000;1973-08-10
"223";1973;8;11;18850300;1973-08-11
"224";1973;8;12;18942600;1973-08-12
"225";1973;8;13;19020500;1973-08-13
"226";1973;8;14;19100300;1973-08-14
"227";1973;8;15;19176000;1973-08-15
"228";1973;8;16;19217400;1973-08-16
"229";1973;8;17;19219400;1973-08-17
"230";1973;8;18;19222900;1973-08-18
"231";1973;8;19;19188000;1973-08-19
"232";1973;8;20;19180600;1973-08-20
"233";1973;8;21;19177200;1973-08-21
"234";1973;8;22;19188100;1973-08-22
"235";1973;8;23;19181900;1973-08-23
"236";1973;8;24;19210300;1973-08-24
"237";1973;8;25;19240900;1973-08-25
"238";1973;8;26;19283900;1973-08-26
"239";1973;8;27;19008200;1973-08-27
"240";1973;8;28;18731400;1973-08-28
"241";1973;8;29;18704500;1973-08-29
"242";1973;8;30;18676600;1973-08-30
"243";1973;8;31;18647700;1973-08-31
"244";1973;9;1;18617900;1973-09-01
"245";1973;9;2;18587100;1973-09-02
"246";1973;9;3;18555500;1973-09-03
"247";1973;9;4;18523100;1973-09-04
"248";1973;9;5;18596900;1973-09-05
"249";1973;9;6;18670000;1973-09-06
"250";1973;9;7;18742400;1973-09-07
"251";1973;9;8;18814200;1973-09-08
"252";1973;9;9;18885200;1973-09-09
"253";1973;9;10;18955900;1973-09-10
"254";1973;9;11;19026000;1973-09-11
"255";1973;9;12;19065000;1973-09-12
"256";1973;9;13;19103400;1973-09-13
"257";1973;9;14;19141500;1973-09-14
"258";1973;9;15;19179000;1973-09-15
"259";1973;9;16;19216300;1973-09-16
"260";1973;9;17;19253000;1973-09-17
"261";1973;9;18;19289400;1973-09-18
"262";1973;9;19;19515500;1973-09-19
"263";1973;9;20;19741200;1973-09-20
"264";1973;9;21;19966500;1973-09-21
"265";1973;9;22;19972900;1973-09-22
"266";1973;9;23;19942500;1973-09-23
"267";1973;9;24;19926800;1973-09-24
"268";1973;9;25;19878500;1973-09-25
"269";1973;9;26;19831300;1973-09-26
"270";1973;9;27;19769500;1973-09-27
"271";1973;9;28;19729700;1973-09-28
"272";1973;9;29;19699100;1973-09-29
"273";1973;9;30;19701900;1973-09-30
"274";1973;10;1;19694000;1973-10-01
"275";1973;10;2;19687600;1973-10-02
"276";1973;10;3;19670400;1973-10-03
"277";1973;10;4;19646000;1973-10-04
"278";1973;10;5;19629600;1973-10-05
"279";1973;10;6;19624900;1973-10-06
"280";1973;10;7;19634100;1973-10-07
"281";1973;10;8;19636000;1973-10-08
"282";1973;10;9;19673500;1973-10-09
"283";1973;10;10;19726100;1973-10-10
"284";1973;10;11;19808600;1973-10-11
"285";1973;10;12;19849600;1973-10-12
"286";1973;10;13;19855000;1973-10-13
"287";1973;10;14;19860200;1973-10-14
"288";1973;10;15;19882100;1973-10-15
"289";1973;10;16;19852000;1973-10-16
"290";1973;10;17;19816500;1973-10-17
"291";1973;10;18;19744100;1973-10-18
"292";1973;10;19;19645100;1973-10-19
"293";1973;10;20;19544700;1973-10-20
"294";1973;10;21;19470500;1973-10-21
"295";1973;10;22;19427400;1973-10-22
"296";1973;10;23;19412700;1973-10-23
"297";1973;10;24;19405900;1973-10-24
"298";1973;10;25;19407800;1973-10-25
"299";1973;10;26;19404000;1973-10-26
"300";1973;10;27;19421200;1973-10-27
"301";1973;10;28;19455100;1973-10-28
"302";1973;10;29;19458300;1973-10-29
"303";1973;10;30;19465300;1973-10-30
"304";1973;10;31;19446700;1973-10-31
"305";1973;11;1;19426000;1973-11-01
"306";1973;11;2;19399600;1973-11-02
"307";1973;11;3;19342800;1973-11-03
"308";1973;11;4;19267700;1973-11-04
"309";1973;11;5;19168400;1973-11-05
"310";1973;11;6;19037900;1973-11-06
"311";1973;11;7;18955600;1973-11-07
"312";1973;11;8;18881600;1973-11-08
"313";1973;11;9;18760700;1973-11-09
"314";1973;11;10;18652100;1973-11-10
"315";1973;11;11;18516900;1973-11-11
"316";1973;11;12;18400900;1973-11-12
"317";1973;11;13;18321200;1973-11-13
"318";1973;11;14;18190900;1973-11-14
"319";1973;11;15;18072200;1973-11-15
"320";1973;11;16;17923900;1973-11-16
"321";1973;11;17;17792200;1973-11-17
"322";1973;11;18;17671800;1973-11-18
"323";1973;11;19;17531800;1973-11-19
"324";1973;11;20;17353600;1973-11-20
"325";1973;11;21;17170700;1973-11-21
"326";1973;11;22;17008600;1973-11-22
"327";1973;11;23;16862800;1973-11-23
"328";1973;11;24;16699800;1973-11-24
"329";1973;11;25;16593800;1973-11-25
"330";1973;11;26;16533000;1973-11-26
"331";1973;11;27;16467200;1973-11-27
"332";1973;11;28;16356600;1973-11-28
"333";1973;11;29;16174100;1973-11-29
"334";1973;11;30;15982900;1973-11-30
"335";1973;12;1;15822200;1973-12-01
"336";1973;12;2;15564200;1973-12-02
"337";1973;12;3;15243200;1973-12-03
"338";1973;12;4;14880800;1973-12-04
"339";1973;12;5;14551600;1973-12-05
"340";1973;12;6;14409600;1973-12-06
"341";1973;12;7;14225300;1973-12-07
"342";1973;12;8;14006200;1973-12-08
"343";1973;12;9;13747000;1973-12-09
"344";1973;12;10;13510600;1973-12-10
"345";1973;12;11;13348700;1973-12-11
"346";1973;12;12;13203200;1973-12-12
"347";1973;12;13;12941300;1973-12-13
"348";1973;12;14;12669000;1973-12-14
"349";1973;12;15;12328000;1973-12-15
"350";1973;12;16;12106000;1973-12-16
"351";1973;12;17;11835800;1973-12-17
"352";1973;12;18;11487000;1973-12-18
"353";1973;12;19;11059500;1973-12-19
"354";1973;12;20;10702600;1973-12-20
"355";1973;12;21;10365100;1973-12-21
"356";1973;12;22;10124900;1973-12-22
"357";1973;12;23;9834210;1973-12-23
"358";1973;12;24;9558770;1973-12-24
"359";1973;12;25;9330290;1973-12-25
"360";1973;12;26;9163900;1973-12-26
"361";1973;12;27;8939660;1973-12-27
"362";1973;12;28;8753070;1973-12-28
"363";1973;12;29;8597180;1973-12-29
"364";1973;12;30;8461790;1973-12-30
"365";1973;12;31;8308220;1973-12-31
"366";1974;1;1;8132740;1974-01-01
"367";1974;1;2;7933740;1974-01-02
"368";1974;1;3;7769270;1974-01-03
"369";1974;1;4;7617920;1974-01-04
"370";1974;1;5;7433860;1974-01-05
"371";1974;1;6;7267370;1974-01-06
"372";1974;1;7;7108150;1974-01-07
"373";1974;1;8;7002440;1974-01-08
"374";1974;1;9;7112790;1974-01-09
"375";1974;1;10;7159030;1974-01-10
"376";1974;1;11;7129450;1974-01-11
"377";1974;1;12;7098860;1974-01-12
"378";1974;1;13;6958920;1974-01-13
"379";1974;1;14;6823220;1974-01-14
"380";1974;1;15;6606350;1974-01-15
"381";1974;1;16;6190370;1974-01-16
"382";1974;1;17;5847700;1974-01-17
"383";1974;1;18;5604270;1974-01-18
"384";1974;1;19;5343280;1974-01-19
"385";1974;1;20;5162140;1974-01-20
"386";1974;1;21;4991820;1974-01-21
"387";1974;1;22;4853090;1974-01-22
"388";1974;1;23;4766260;1974-01-23
"389";1974;1;24;4644400;1974-01-24
"390";1974;1;25;4595830;1974-01-25
"391";1974;1;26;4536660;1974-01-26
"392";1974;1;27;4497190;1974-01-27
"393";1974;1;28;4458920;1974-01-28
"394";1974;1;29;4399560;1974-01-29
"395";1974;1;30;4320500;1974-01-30
"396";1974;1;31;4273250;1974-01-31
"397";1974;2;1;4195100;1974-02-01
"398";1974;2;2;4147650;1974-02-02
"399";1974;2;3;4086160;1974-02-03
"400";1974;2;4;4037600;1974-02-04
"401";1974;2;5;4024870;1974-02-05
"402";1974;2;6;3976410;1974-02-06
"403";1974;2;7;3934610;1974-02-07
"404";1974;2;8;3909980;1974-02-08
"405";1974;2;9;3868780;1974-02-09
"406";1974;2;10;3847980;1974-02-10
"407";1974;2;11;3854540;1974-02-11
"408";1974;2;12;3831120;1974-02-12
"409";1974;2;13;3814460;1974-02-13
"410";1974;2;14;3809010;1974-02-14
"411";1974;2;15;3802040;1974-02-15
"412";1974;2;16;3791950;1974-02-16
"413";1974;2;17;3779430;1974-02-17
"414";1974;2;18;3773870;1974-02-18
"415";1974;2;19;3764480;1974-02-19
"416";1974;2;20;3749040;1974-02-20
"417";1974;2;21;3753580;1974-02-21
"418";1974;2;22;3730060;1974-02-22
"419";1974;2;23;3709360;1974-02-23
"420";1974;2;24;3694210;1974-02-24
"421";1974;2;25;3703600;1974-02-25
"422";1974;2;26;3722580;1974-02-26
"423";1974;2;27;3782050;1974-02-27
"424";1974;2;28;3825570;1974-02-28
"425";1974;3;1;3872720;1974-03-01
"426";1974;3;2;3920980;1974-03-02
"427";1974;3;3;3998820;1974-03-03
"428";1974;3;4;4044460;1974-03-04
"429";1974;3;5;4081210;1974-03-05
"430";1974;3;6;4111900;1974-03-06
"431";1974;3;7;4136940;1974-03-07
"432";1974;3;8;4185710;1974-03-08
"433";1974;3;9;4197420;1974-03-09
"434";1974;3;10;4244780;1974-03-10
"435";1974;3;11;4267290;1974-03-11
"436";1974;3;12;4290010;1974-03-12
"437";1974;3;13;4308790;1974-03-13
"438";1974;3;14;4333830;1974-03-14
"439";1974;3;15;4383700;1974-03-15
"440";1974;3;16;4411870;1974-03-16
"441";1974;3;17;4455090;1974-03-17
"442";1974;3;18;4524750;1974-03-18
"443";1974;3;19;4617640;1974-03-19
"444";1974;3;20;4752530;1974-03-20
"445";1974;3;21;4889940;1974-03-21
"446";1974;3;22;5008380;1974-03-22
"447";1974;3;23;5126200;1974-03-23
"448";1974;3;24;5226760;1974-03-24
"449";1974;3;25;5330760;1974-03-25
"450";1974;3;26;5411530;1974-03-26
"451";1974;3;27;5476750;1974-03-27
"452";1974;3;28;5559440;1974-03-28
"453";1974;3;29;5670100;1974-03-29
"454";1974;3;30;5781060;1974-03-30
"455";1974;3;31;5881420;1974-03-31
"456";1974;4;1;5964520;1974-04-01
"457";1974;4;2;6060940;1974-04-02
"458";1974;4;3;6140600;1974-04-03
"459";1974;4;4;6228240;1974-04-04
"460";1974;4;5;6279220;1974-04-05
"461";1974;4;6;6354040;1974-04-06
"462";1974;4;7;6427640;1974-04-07
"463";1974;4;8;6516190;1974-04-08
"464";1974;4;9;6638660;1974-04-09
"465";1974;4;10;6781520;1974-04-10
"466";1974;4;11;6917520;1974-04-11
"467";1974;4;12;7063520;1974-04-12
"468";1974;4;13;7211540;1974-04-13
"469";1974;4;14;7336630;1974-04-14
"470";1974;4;15;7463750;1974-04-15
"471";1974;4;16;7552600;1974-04-16
"472";1974;4;17;7646490;1974-04-17
"473";1974;4;18;7741700;1974-04-18
"474";1974;4;19;7853470;1974-04-19
"475";1974;4;20;7978470;1974-04-20
"476";1974;4;21;8110330;1974-04-21
"477";1974;4;22;8272070;1974-04-22
"478";1974;4;23;8415240;1974-04-23
"479";1974;4;24;8570730;1974-04-24
"480";1974;4;25;8738530;1974-04-25
"481";1974;4;26;8880090;1974-04-26
"482";1974;4;27;8985900;1974-04-27
"483";1974;4;28;9112310;1974-04-28
"484";1974;4;29;9245680;1974-04-29
"485";1974;4;30;9372090;1974-04-30
"486";1974;5;1;9522530;1974-05-01
"487";1974;5;2;9658530;1974-05-02
"488";1974;5;3;9807050;1974-05-03
"489";1974;5;4;9950320;1974-05-04
"490";1974;5;5;10070900;1974-05-05
"491";1974;5;6;10201300;1974-05-06
"492";1974;5;7;10312200;1974-05-07
"493";1974;5;8;10430600;1974-05-08
"494";1974;5;9;10519700;1974-05-09
"495";1974;5;10;10635900;1974-05-10
"496";1974;5;11;10769200;1974-05-11
"497";1974;5;12;10907000;1974-05-12
"498";1974;5;13;11037600;1974-05-13
"499";1974;5;14;11153400;1974-05-14
"500";1974;5;15;11275100;1974-05-15
"501";1974;5;16;11401500;1974-05-16
"502";1974;5;17;11515400;1974-05-17
"503";1974;5;18;11629100;1974-05-18
"504";1974;5;19;11729700;1974-05-19
"505";1974;5;20;11840200;1974-05-20
"506";1974;5;21;11976900;1974-05-21
"507";1974;5;22;12093300;1974-05-22
"508";1974;5;23;12234900;1974-05-23
"509";1974;5;24;12373600;1974-05-24
"510";1974;5;25;12505500;1974-05-25
"511";1974;5;26;12656300;1974-05-26
"512";1974;5;27;12824000;1974-05-27
"513";1974;5;28;12939200;1974-05-28
"514";1974;5;29;13029000;1974-05-29
"515";1974;5;30;13129600;1974-05-30
"516";1974;5;31;13256200;1974-05-31
"517";1974;6;1;13367900;1974-06-01
"518";1974;6;2;13472900;1974-06-02
"519";1974;6;3;13543500;1974-06-03
"520";1974;6;4;13613100;1974-06-04
"521";1974;6;5;13682700;1974-06-05
"522";1974;6;6;13774500;1974-06-06
"523";1974;6;7;13873900;1974-06-07
"524";1974;6;8;13978300;1974-06-08
"525";1974;6;9;14082100;1974-06-09
"526";1974;6;10;14179300;1974-06-10
"527";1974;6;11;14293500;1974-06-11
"528";1974;6;12;14394800;1974-06-12
"529";1974;6;13;14426500;1974-06-13
"530";1974;6;14;14491700;1974-06-14
"531";1974;6;15;14613900;1974-06-15
"532";1974;6;16;14781200;1974-06-16
"533";1974;6;17;14941000;1974-06-17
"534";1974;6;18;15032000;1974-06-18
"535";1974;6;19;15075500;1974-06-19
"536";1974;6;20;15125600;1974-06-20
"537";1974;6;21;15155300;1974-06-21
"538";1974;6;22;15184000;1974-06-22
"539";1974;6;23;15180500;1974-06-23
"540";1974;6;24;15201800;1974-06-24
"541";1974;6;25;15224200;1974-06-25
"542";1974;6;26;15299600;1974-06-26
"543";1974;6;27;15367700;1974-06-27
"544";1974;6;28;15373900;1974-06-28
"545";1974;6;29;15353400;1974-06-29
"546";1974;6;30;15311900;1974-06-30
"547";1974;7;1;15278200;1974-07-01
"548";1974;7;2;15292200;1974-07-02
"549";1974;7;3;15268500;1974-07-03
"550";1974;7;4;15285400;1974-07-04
"551";1974;7;5;15314500;1974-07-05
"552";1974;7;6;15411500;1974-07-06
"553";1974;7;7;15610500;1974-07-07
"554";1974;7;8;15759600;1974-07-08
"555";1974;7;9;15890500;1974-07-09
"556";1974;7;10;15981500;1974-07-10
"557";1974;7;11;16056500;1974-07-11
"558";1974;7;12;16141500;1974-07-12
"559";1974;7;13;16180600;1974-07-13
"560";1974;7;14;16138400;1974-07-14
"561";1974;7;15;16198800;1974-07-15
"562";1974;7;16;16305900;1974-07-16
"563";1974;7;17;16453800;1974-07-17
"564";1974;7;18;16649500;1974-07-18
"565";1974;7;19;16778000;1974-07-19
"566";1974;7;20;16887500;1974-07-20
"567";1974;7;21;16988100;1974-07-21
"568";1974;7;22;17104300;1974-07-22
"569";1974;7;23;17216300;1974-07-23
"570";1974;7;24;17314800;1974-07-24
"571";1974;7;25;17392700;1974-07-25
"572";1974;7;26;17488400;1974-07-26
"573";1974;7;27;17563800;1974-07-27
"574";1974;7;28;17764400;1974-07-28
"575";1974;7;29;17958100;1974-07-29
"576";1974;7;30;18129100;1974-07-30
"577";1974;7;31;18331800;1974-07-31
"578";1974;8;1;18503300;1974-08-01
"579";1974;8;2;18649600;1974-08-02
"580";1974;8;3;18802000;1974-08-03
"581";1974;8;4;18782600;1974-08-04
"582";1974;8;5;18851700;1974-08-05
"583";1974;8;6;18898500;1974-08-06
"584";1974;8;7;18926100;1974-08-07
"585";1974;8;8;18957800;1974-08-08
"586";1974;8;9;18989300;1974-08-09
"587";1974;8;10;19056000;1974-08-10
"588";1974;8;11;19129500;1974-08-11
"589";1974;8;12;19141400;1974-08-12
"590";1974;8;13;19100400;1974-08-13
"591";1974;8;14;19016600;1974-08-14
"592";1974;8;15;18985300;1974-08-15
"593";1974;8;16;18983800;1974-08-16
"594";1974;8;17;19022800;1974-08-17
"595";1974;8;18;19039200;1974-08-18
"596";1974;8;19;19045900;1974-08-19
"597";1974;8;20;19055500;1974-08-20
"598";1974;8;21;19097100;1974-08-21
"599";1974;8;22;19153300;1974-08-22
"600";1974;8;23;19210200;1974-08-23
"601";1974;8;24;19285000;1974-08-24
"602";1974;8;25;19373600;1974-08-25
"603";1974;8;26;19460700;1974-08-26
"604";1974;8;27;19532500;1974-08-27
"605";1974;8;28;19598400;1974-08-28
"606";1974;8;29;19687500;1974-08-29
"607";1974;8;30;19798800;1974-08-30
"608";1974;8;31;19892400;1974-08-31
"609";1974;9;1;19959000;1974-09-01
"610";1974;9;2;20045600;1974-09-02
"611";1974;9;3;20112000;1974-09-03
"612";1974;9;4;20146200;1974-09-04
"613";1974;9;5;20146000;1974-09-05
"614";1974;9;6;20092700;1974-09-06
"615";1974;9;7;19990000;1974-09-07
"616";1974;9;8;19892900;1974-09-08
"617";1974;9;9;19789300;1974-09-09
"618";1974;9;10;19724200;1974-09-10
"619";1974;9;11;19660000;1974-09-11
"620";1974;9;12;19574800;1974-09-12
"621";1974;9;13;19489800;1974-09-13
"622";1974;9;14;19425800;1974-09-14
"623";1974;9;15;19354700;1974-09-15
"624";1974;9;16;19302400;1974-09-16
"625";1974;9;17;19253400;1974-09-17
"626";1974;9;18;19185000;1974-09-18
"627";1974;9;19;19146400;1974-09-19
"628";1974;9;20;19117400;1974-09-20
"629";1974;9;21;19120800;1974-09-21
"630";1974;9;22;19125600;1974-09-22
"631";1974;9;23;19098000;1974-09-23
"632";1974;9;24;19024300;1974-09-24
"633";1974;9;25;18954000;1974-09-25
"634";1974;9;26;18897200;1974-09-26
"635";1974;9;27;18829700;1974-09-27
"636";1974;9;28;18776200;1974-09-28
"637";1974;9;29;18741600;1974-09-29
"638";1974;9;30;18739700;1974-09-30
"639";1974;10;1;18722600;1974-10-01
"640";1974;10;2;18738300;1974-10-02
"641";1974;10;3;18752400;1974-10-03
"642";1974;10;4;18797000;1974-10-04
"643";1974;10;5;18835200;1974-10-05
"644";1974;10;6;18869500;1974-10-06
"645";1974;10;7;18935600;1974-10-07
"646";1974;10;8;19000500;1974-10-08
"647";1974;10;9;19015700;1974-10-09
"648";1974;10;10;19004600;1974-10-10
"649";1974;10;11;18980200;1974-10-11
"650";1974;10;12;18942700;1974-10-12
"651";1974;10;13;18931000;1974-10-13
"652";1974;10;14;18915500;1974-10-14
"653";1974;10;15;18887900;1974-10-15
"654";1974;10;16;18885600;1974-10-16
"655";1974;10;17;18886300;1974-10-17
"656";1974;10;18;18925100;1974-10-18
"657";1974;10;19;19023200;1974-10-19
"658";1974;10;20;19128200;1974-10-20
"659";1974;10;21;19225900;1974-10-21
"660";1974;10;22;19330300;1974-10-22
"661";1974;10;23;19372900;1974-10-23
"662";1974;10;24;19403600;1974-10-24
"663";1974;10;25;19359100;1974-10-25
"664";1974;10;26;19170500;1974-10-26
"665";1974;10;27;18948500;1974-10-27
